Subject,Predicate,Object
NoLightZone,source,GCMDsciencekeywords_v16.0
AntarcticMicroorganism,source,维基百科
DissolvedOxygen,source,GCMDsciencekeywords_v16.0
SeawaterCondensation,hasChineseName,海水凝结
FaunaInSubtropicalAndTemperateDesertAreas,comment,亚热带和温带荒漠地带动物群分布在干燥的沙漠和半干旱地区，如沙漠狐、蜥蜴和骆驼。
Nbf88ad29e229429d98d10cb5aa30a454,type,Restriction
OceanProcess,type,Class
SaltDifferenceEnergyInSeawater,subClassOf,MarineEnergy
WetlandNutrientComposition,hasChineseName,湿地营养成分
TemperatureTrend,source,GCMDsciencekeywords_v16.0
SeabedSedimentType,comment,沉积类型包括陆源沉积物、生物沉积物和水生沉积物等，根据来源和成因的不同进行分类。
RiverFlowType,comment,河流流量类型是指河流在不同时间段内的水流量变化特点，通常可以分为常流河、间歇性河流和偶然性河流。
IodineGas,type,Class
Tin,comment,锡是一种银白色金属，通常用于锡合金的制备，如锡铅合金和锡锡合金。它还被用于包装食品，制造焊料和电子设备。
SoilOrganicMatter,source,《地理辞典》、《地球系统科学数据集成共享研究：标准视角》、维基百科
SnowPhase,source,GCMDsciencekeywords_v16.0、《地理辞典》、SWEET、《地球系统科学数据资源体系研究》、维基百科、《地球系统研究与科学数据》
Woodland,comment,林地是指覆盖有树木和森林植被的土地。林地可以用于伐木、木材生产、保护生态系统、野生动植物栖息地等目的。
BlockyStructure,type,Class
WaterVaporConvergence,hasChineseName,水汽辐合
EducationCultureAndScientificResearchIndustry,subClassOf,TertiaryIndustry
SoilPercolate,subClassOf,N9828cad89774401f9a3402fdbee1769c
AgriculturalExpansion,comment,农业扩张指大规模的农田开发和农业活动，可能导致土壤侵蚀、农药和化肥的使用过量，对土壤、水体和生态系统产生不利影响。
EnvironmentalGovernance,subClassOf,ResourceEnvironment
AtmosphericMainGasComponent,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据资源体系研究》、《地球系统科学数据集成共享研究：标准视角》、SWEET、维基百科
SeawaterConvection,comment,海水对流是指在海洋中由于温度和盐度差异导致的水的垂直运动。这种运动通常包括冷水下沉和温水上升的过程。海水对流在全球海洋中起着重要作用，对大气和海洋的能量和物质交换具有重要影响。
Foehn,hasChineseName,焚风
SnowDiffusion,hasChineseName,雪扩散
MainElements,type,Class
IceWaterFan,comment,冰水扇是由冰川融化水在冰川前缘沉积而形成的平坦地区。
IntermittentRiver,subClassOf,RiverFlowType
IrregularSemidiurnalTide,comment,不规则半日潮是半日潮的一种，高潮和低潮的时间不太规律，有时可能会有额外的次高潮或次低潮。
SubalpineConiferousForestZone,type,Class
LandSedimentRecord,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据资源体系研究》
PopulationComposition,type,Class
Cumulonimbus,subClassOf,CloudHeightClassification
SubseaGeotechnicalEngineeringCharacteristics,subClassOf,SubmarineSedimentaryEnvironment
GlacialGeomorphologyType,subClassOf,GlacialGeomorphology
TemperateCyclone,hasChineseName,温带气旋
Cyclone,hasChineseName,气旋
OceanCirculationDepthClassification,type,Class
Maxillopoda,hasChineseName,颚足纲
Homoscleromorpha,subClassOf,Porifera
NuclearMembrane,source,《地理辞典》、维基百科
N2596abe04bb145b191368cb3f4fdb469,type,Restriction
N14a06600bc17454081067e5605792c9f,someValuesFrom,SeawaterMaterialComposition
CoralStableIsotope,type,Class
FoldStructure,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统科学数据集成共享研究：标准视角》
TerrestrialEcosystemComposition,hasChineseName,陆地生态系统组成
Cnidaria,subClassOf,AnimalClassification
Lycophyta,comment,石松门是植物界维管植物中的一门，是现存最古老的维管植物，并包含一些最原始的现存物种，出现于约四亿一千万年前。此类物种借由散布孢子繁殖，并有著巨观的世代交替，其中部份是无性孢子，一部份则是有性孢子。石松门和其他维管植物不同的地方在于其小型叶，和在蕨类植物和种子植物上头出现的较为复杂的大型叶相比，只有单一个维管叶脉。
GeopotentialHeight,hasChineseName,位势高度
CretaceousStrata,type,Class
ArtificialForestResources,comment,人工林是指由人工种植、培育和管理的森林，通常以经济和生态目的为导向。人工林可以包括各种不同树种，例如木材、果树或者其他用途的树木。
SeaIceCharacteristics,hasChineseName,海冰特性
InundationAmount,type,Class
TemperatureFactor,source,维基百科
ChargeCarrier,hasChineseName,电荷载流子
GroundPressure,subClassOf,AirPressureType
RadiationAlbedo,comment,辐射反照率是指地球表面或其他物体表面反射太阳辐射能量的能力。它是辐射反射率的特定情况，通常用于描述地球表面的反射性质。地表的辐射反照率通常在0到1之间，不同类型的表面具有不同的辐射反照率，例如，雪覆盖的地区通常具有较高的辐射反照率。
AirPressureType,type,Class
InfectiousDisease,subClassOf,HealthProblem
SnowmakingMovement,hasChineseName,造雪运动
SettlementClassification,type,Class
IceMelting,subClassOf,IceSnowMovement
EarthquakeGroundFissure,comment,地震地裂是指地震引发地表的断裂或裂缝，这种裂缝通常沿地壳断层或板块边界形成。地裂可能会分割道路、建筑物和地形，导致重大的地理和结构变化。
SolarRadiation,subClassOf,ShortwaveRadiation
Drill,subClassOf,TerrestrialRecord
AcousticAttenuation,comment,声波在传播过程中会逐渐减弱，这一现象被称为声波衰减。衰减的程度取决于声波频率、传播距离和介质的吸收能力。
GroundwaterForm,hasChineseName,地下水形式
EcosystemStructure,source,GCMDsciencekeywords_v16.0、维基百科
ConstructiveSpecies,hasChineseName,建群种
FungalAsexualReproduction,source,《地理辞典》
N9deaa245167f46398226f6393aede230,onProperty,influencedBy
N295208a00fe74052a2e9ed3e025a0cd2,type,Restriction
PlanckBlackbodyRadiationLaw,type,Class
Reptilia,type,Class
MixedNutrientType,subClassOf,ProtozoaNutrientType
Tin,type,Class
SeabedSedimentaryThickness,type,Class
SoilAnimal,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
WaterQualityProtectionZone,comment,水质保护区旨在保护水域的水质，以维护生态系统的健康和保护水资源。这些区域通常涵盖具有特殊水质需求或容易受到污染的水域。水质保护区可能会实施一系列措施，包括监测水质、控制污染源、限制工业和农业废水排放，以确保水域的水质达到一定的标准。这有助于维护水生生物的健康，并提供清洁的水资源供人类和其他生物使用。
Fold,subClassOf,ConstructionProcess
MetamorphicRockTypesClassification,hasChineseName,变质岩原岩类型分类
SoilHealthQuality,source,维基百科
Parasitism,subClassOf,PlantEcologicalRelationship
SocialPublicNeedsServiceIndustry,hasChineseName,社会公共需要服务业
TidalFlat,hasChineseName,潮滩
ConvergenceFog,hasChineseName,气流交汇雾
SoilDegradation,hasChineseName,土壤退化
PolarEngineering,subClassOf,PolarRegion
SeaWaterThermalEnergy,hasChineseName,海水温差能
SolarConstant,source,维基百科
AntarcticaPlate,subClassOf,SixMajorSectors
Conchostraca,hasChineseName,双巢纲
GravityEquipotentialPlane,hasChineseName,重力等位面
SeaSurfaceTemperature,source,GCMDsciencekeywords_v16.0
PermafrostArea,type,Class
VirusMutation,subClassOf,Virus
Reptilia,comment,爬行纲动物通称爬行动物、爬行类、爬虫类（普遍为爬虫类），是一类脊椎动物，属于四足总纲的羊膜动物，是包括了龟、蛇、蜥蜴、鳄、鸟类及史前恐龙等物种的通称。本分类过去传统上包含了史前的似哺乳爬行动物，却没有包含恐龙及似哺乳爬行动物的现存后代——鸟类及哺乳类，而使其成为并系群。根据亲缘分支分类法，鳄鱼与鸟类的关系更亲近，因此，现代爬行动物必须包含鸟类才能组合成单系群，再与合弓纲组成单系群羊膜动物，因此有学者一度提出以蜥形纲取代传统的爬行纲，无论如何，也有分类学者选择重新定义爬行纲，即将鸟类包含进来，而原本归类于此的古合弓类则剔除出去，使本分类成为有效的单系群分类。除了鸟类归类于鸟纲，其他现存的爬行动物都包含在以下4个目：鳄目：包含鳄鱼、长吻鳄、短吻鳄、以及凯门鳄等24个种。喙头蜥目：包含生存于纽西兰的喙头蜥，共2个种。有鳞目：包含蜥蜴以及蛇，接近7900个种。龟鳖目：包含海龟与陆龟，接近300个种。现代的爬行动物栖息于每个大陆，除了南极洲以外，但牠们主要分布于热带与副热带地区。现存的爬行动物，体型最大的是咸水鳄，可达7公尺以上，最小的是侏儒壁虎（Jaraguasphaero），只有1.6公分长。除了少数的龟鳖目以外，所有的爬行动物都覆盖著鳞片。虽然所有的细胞在代谢时都会产生热量，大部分的爬行动物不能产生足够的热量以保持体温，因此被称为冷血动物或变温动物（鸟类、棱皮龟则是例外）。爬行动物依靠环境来吸收或散发内部的热量，例如在向阳处或阴暗处之间移动，或借由循环系统将温暖血液流动至身体内部，将较冷血液流动至身体表层。大部份生存于天然栖息地的爬行动物，可将身体内部的体温维持在相当狭窄的变化范围内。不像两栖类，爬行动物的表皮厚，因此不需要栖息在水边，吸取水份。由于体温调节方面的关系，爬行动物可以较少的食物维生。温血动物通常以较快速度移动，某些蜥蜴、蛇、或鳄鱼的移动速度较快。大部分的爬行动物是卵生动物，牠们的胚胎由羊膜所包覆。然而，某些有鳞目能够直接生下后代，例如卵胎生或胎生的方式。大部分的胎生爬行动物借由不同形式的胎盘给与胎儿养分，类似哺乳类的方式。牠们通常提供刚出生幼体适当的初步亲代养育。
Chlorophyll,subClassOf,Bioluminescence
Xerosol,hasChineseName,旱成土
GroundwaterSupplyAndDrainageProcess,subClassOf,GroundwaterProcess
RiverFloodSeason,comment,河流汛期是指河流水位和流量显著增加的季节或时段，通常与降雨季节性增加、融雪或其他水源供应因素有关。河流汛期可能导致洪水，对周边地区的水资源管理和风险管理具有重要影响。
N4406a096f1e247328d6f7a068ef0be89,onProperty,causedBy
CombustibleIce,equivalentClass,NaturalGasHydrate
LowPressureZone,type,Class
FlameCloud,comment,"火焰云是一种高层云，通常出现在大气中高空层次。它们的特点是细丝状、纤维状的云朵，形状有点像羽毛或马尾巴，因此有时也被称为""火焰尾巴""。火焰云的形成与大气中的冷空气流和湿度有关。这些云的出现通常表明大气层中存在湍流或不稳定的条件。"
FarmlandSoilEcosystem,hasChineseName,农田土壤生态系统
GasChromatography,source,维基百科
PermafrostZone,comment,永冻带是指存在永冻层的地理区域，通常包括极地地区和高山地带。这些区域的地下土壤或岩石在很长时间内都保持着冻结状态。
MarineErosion,comment,海蚀作用是海浪和海水侵蚀陆地岩石或沉积物的过程。这包括海浪的冲击和侵蚀作用、海水的溶解和化学侵蚀作用，以及海水中的悬浮颗粒对岸边的磨蚀作用。海蚀作用通常导致岸边的岩石侵蚀、峭壁崩塌和海蚀地貌的形成。
IceSnowSpecificHeatCapacity,comment,比热容是描述物质在吸收或释放热量时所需的能量的性质。冰和雪的比热容较高，意味着它们需要较多的热量才能升高温度或融化。
SeaIceThermalExpansionCoefficient,source,GCMDsciencekeywords_v16.0
TropicalSemiEvergreenBroad-LeavedForest,type,Class
Helium,subClassOf,InertGas
TemperatureUnit,subClassOf,TemperatureObservation
Chlorophyll,type,Class
FogObservation,source,《地理辞典》、维基百科
Hornblende,hasChineseName,角闪石
Mountain,comment,山是地面上被平地所围绕的具有较大的绝对高度和相对高度而凸起的地貌区。山离地面高度通常在海拔600米以上，包括低山、中山与高山，是否被称作山取决于当地人。山一般是因板块碰撞或是火山作用而产生。山会因河流、气候作用或是冰河而慢慢侵蚀。有些山会形成单独的顶峰，不过大部份的山会连在一起形成山脉。高山上因为高海拔而出现高山气候，气温会比海平面低，因此会影响高山的生态系。不同的高度会有不同的动植物，由于其气候及环境较不适宜居住，高山上的农业较平地少。
SulfurIsotope,source,《地球系统科学数据资源体系研究》
Lightning,comment,闪电，俗称雷电。一般是专指对流层大气放电的现象，是静电放电现象的一种。当空气作为一种介质时，空气中的各种微粒互相碰撞和摩擦便会使该空气介质两面的正负电荷的量持续积累，这时加于该空气介质的电压也会同时增加，当局部电压达到当时条
AverageDynamicTerrain,source,GCMDsciencekeywords_v16.0
Building,subClassOf,N1ebdc7c14caa45e1b4ecf9f494bcbf0c
RiverRunoff,hasChineseName,河流径流量
SewageDisposal,subClassOf,PollutionControlMeasure
AtmosphericParticles,comment,大气微粒是指在大气中悬浮的微小颗粒，通常包括尘埃、烟雾、花粉、海盐颗粒等。它们的大小范围从纳米级到几微米。大气微粒可以影响大气光学特性、气象现象和空气质量，并对人类健康和环境产生影响。
HumanPopulation,type,Class
WaterTemperature,type,Class
Sandstone,subClassOf,TypicalSedimentaryRock
SubtropicalStormTrack,source,GCMDsciencekeywords_v16.0
Entomophthoromycota,subClassOf,FungalType
GroundSourceHeatPump,subClassOf,GeothermalHeating
CarryingCapacity,comment,草地载畜量指一定面积的草地上可以维持的牲畜数量。这是一个重要的农业和生态学指标，用于管理放牧和维持草地健康。
TropicalCycloneObservation,type,Class
FlowAccumulation,comment,流水堆积作用是指水流在运动过程中沉积物质，如泥沙、碎石等，最终积聚在某一地点形成地貌特征。这一作用可以形成河流阶地等地貌。
PollutionCapacity,hasChineseName,污染容量
TotalSuspendedSolid,subClassOf,SuspendedSolid
N61aa554237bb49a4a566bee4c11565a3,someValuesFrom,FlowAccumulation
EcologicalProcess,type,Class
SecondaryIndustry,source,《地理辞典》
SoilConsistency,source,维基百科
Nf7ff7504cffb464ca9862179ec6bbc9a,onProperty,influencedBy
Nad4c090503684f4995e09dd76170e8a7,onProperty,partOf
VolcanoType,source,《地理辞典》、维基百科
SnowVolume,source,维基百科
SporopollenAssemblagesDistribution,hasChineseName,孢粉组合分布
IceMelting,type,Class
SpiceCrop,type,Class
PaleovegetationTypes,comment,古植被类型是指地质历史上曾经存在的古代植被群落的种类和特征。古植被类型可以根据古植物化石、花粉分析、古土壤特征以及其他地质记录来确定。
PrecipitationArea,source,GCMDsciencekeywords_v16.0、《地球系统科学数据集成共享研究：标准视角》、SWEET、维基百科
HorticulturalCrop,hasChineseName,园艺作物
LandReclamation,type,Class
ModerateGeomagneticStorm,subClassOf,GeomagneticStorm
RiverSource,comment,河流源头是指河流的起始点，通常位于山脉、湖泊或泉眼等地方。从源头处，河流开始流动，然后逐渐汇集更多的水量和支流，形成一个完整的河流系统。
GroundwaterUndercurrent,comment,地下水潜流是指地下水在沉积物或岩石中的潜在流动，通常与地下水位和渗透性有关。
VerticalWindMotion,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、《地理辞典》、《地球系统研究与科学数据》、SWEET、维基百科
Coccobacillus,source,维基百科
GeothermalGradient,type,Class
IntermediateLayer,subClassOf,AtmosphereVerticalStructure
HourlyPrecipitation,subClassOf,PrecipitationRepresentation
Fimbria,subClassOf,BacterialStructure
EconomicEnergy,source,GCMDsciencekeywords_v16.0
Oxide,comment,氧化物，是负价氧和另外一个化学元素组成的二元化合物，通常经由氧化反应产生。氧化物在地球的地壳极度普遍。氧离子（O2−）是氢氧根（OH−）离子的共轭碱，存在某些氧化物离子晶体中。自由的氧离子具强碱性（pKb~-22），在水溶液中是不稳定的。
BasicMagmaticRock,comment,基性岩浆岩富含铁和镁，贫含硅和铝，典型代表是玄武岩。
Reptilia,hasChineseName,爬行纲
GroundwaterNutrientComposition,comment,地下水中的营养成分包括氮、磷等养分，它们可以影响水体中的生态系统和水质。高浓度的养分可以导致水体富营养化和藻类爆发。
ReservoirEcosystem,hasChineseName,水库生态系统
TidalAmplitudeClassification,source,《地理辞典》
IceRidge,subClassOf,GlacialDepositType
PressureGradientForce,hasChineseName,气压梯度力
OceanRadiationTransfer,comment,海洋辐射传输是指光线在海水中传播和传输的过程。这一过程包括了光线的吸收、反射和散射等作用，以及光线在不同深度和距离下的衰减。海洋辐射传输研究了光线在海洋中如何随着深度、波长和水质等因素的变化而改变。
EconomicAgriculture,subClassOf,Economic
KarstWater,subClassOf,GroundwaterContainingMediaClassification
SoilAndWaterConservationProtectionForest,source,《地理辞典》
CollidingProcess,hasChineseName,碰并过程
WaterPollutionImpact,type,Class
Frost,subClassOf,WeatherPhenomena
FogDuration,subClassOf,FogObservation
WaterPollutionImpact,hasChineseName,水污染影响
OceanWave,equivalentClass,Wave
BalancedUplift,type,Class
FreshwaterLake,type,Class
OriginalCollaboration,comment,原始协作指两种物种相互合作，但不是绝对必要的。
CoralFossil,subClassOf,ThickAndHeavyFossil
Quartz,comment,石英是大陆地壳数量第二多的矿石，仅次于长石，其晶体结构是SiO4（硅-氧四面体）的连续框架，其中每个氧在两个四面体之间共享，得到SiO2的总化学式，石英的种类有很多，无色全透明的石英称为水晶（rockcrystal）。纯净的石英能够让一定波长范围的紫外线、可见光和红外线通过，具有旋光性、压电效应和电致伸缩等性质。石英的完整晶体产于岩石晶洞中，块状的产于热液脉矿中，粒状的则是花岗岩、片麻岩和砂岩等各种岩石的重要组成部分，石英晶体也可用人工方法生长。
PhysicalEnvironmentalNoise,hasChineseName,物理环境噪声
SurfaceTemperature,hasChineseName,表面温度
PhotochemistryResearchObject,hasChineseName,光化学研究对象
EnvironmentalDeterioration,comment,环境恶化是指资源环境受到各种因素的不利影响而变得更差的过程。
Calcite,subClassOf,ParentMaterialFactor
DissolvedOxygenFactor,comment,溶解氧是水域生态系统中生物呼吸的重要气体，对于维持水中生物的生存至关重要。水体中的溶解氧含量会受到温度、湍流度、水生植被和污染物等因素的影响。
FreezingRain,type,Class
BiogenicSedimentaryRock,hasChineseName,生物沉积岩
LoessHill,subClassOf,LoessLandformType
PyrocumulusCloud,type,Class
SoilElectromagneticCharacteristics,source,GCMDsciencekeywords_v16.0、《地球系统研究与科学数据》、《地球系统科学数据集成共享研究：标准视角》、SWEET、维基百科
GroundwaterRechargeMethod,type,Class
Iron,type,Class
SurfaceWaterBasinSlope,subClassOf,N5b81a6e942f84910a106bc71005eb5bb
N2238cf900a9946069be95839247675d0,onProperty,hasPossibleCause
FrozenSoilType,source,GCMDsciencekeywords_v16.0、《地理辞典》
AnionExchangeCapacity,type,Class
SeaWaterStableNuclide,hasChineseName,海水稳定核素
N5aed1ff85deb4542af52215f4d05d339,someValuesFrom,FlowAccumulation
EcologicalCycling,hasChineseName,生态循环
VirusMorphology,subClassOf,Virus
ActiveVolcano,type,Class
Ribosome,comment,核糖体是细胞中的一种细胞器，它也是一种非膜状特殊构造，由一大一小两个亚基结合形成，主要成分是相互缠绕的RNA（称为“核糖体RNA”，ribosomalRNA，简称“rRNA”）和蛋白质（称为“核糖体蛋白质”，ribosomalprotein，简称“RP”）。核糖体是细胞内蛋白质合成的场所，能读取信使RNA核苷酸序列所包含的遗传信息，并使之转化为蛋白质中氨基酸的序列信息以合成蛋白质。在原核生物及真核生物（地球上的两种具有细胞结构的主要生命形式，前者可细分为古菌、真细菌两类）的细胞中都有核糖体存在。一般而言，原核细胞只有一种核糖体，而真核细胞具有两种核糖体（线粒体和叶绿体中的核糖体与细胞质核糖体不相同）。核糖体在细胞中负责完成“中心法则”里由RNA到蛋白质这一过程，此过程在生物学中被称为“翻译”。在进行翻译前，核糖体小次单元会先与从细胞核中转录得到的信使RNA（messengerRNA，简称“mRNA”）结合，再结合核糖体大次单元构成完整的核糖体之后，便可以利用细胞质基质中的转运RNA（transferRNA，简称“tRNA”）运送的氨基酸分子合成多肽。当核糖体完成对一条mRNA单链的翻译后，大小亚基会再次分离。
TemperatureConcentrationIndex,hasChineseName,温度浓度指数
OceanSurfaceTopography,type,Class
Dew,comment,露水是稀薄的小水滴，出现于早晨或夜晚中。由于早晨气温较低，当物体的表面温度低于露点时，气化的水分会液化成液态，凝聚在物体（例如树叶或草，以至栏杆、汽车、屋顶或桥梁）表面，形成露水。由于其形态经常凝结成珠状，因此也被称为露珠。露水与温度表面有关，所以露水在仲夏时最容易出现。当温度非常低，露水就会以冰的固态形式的出现，是为霜。
Carnivore,subClassOf,AnimalEcologicalGroup
Sandbar,comment,沙坝是在浅海或湖泊中，水深相对较浅的区域，通常由沉积物形成。
Spit,source,GCMDsciencekeywords_v16.0
SouthernOscillation,hasChineseName,南方涛动
Ozone,subClassOf,AtmosphericTraceGasComposition
SeaLatentHeatFlux,hasChineseName,海洋潜热通量
SeaLevelPressure,subClassOf,N84f65e68572549aca78a2d5e4709c519
WaterVaporEvaporation,source,GCMDsciencekeywords_v16.0
SeawaterAcidity,source,GCMDsciencekeywords_v16.0
AtmosphericFeedback,comment,大气反馈是指大气层对气候变化的响应。例如，温度升高可能导致大气中水汽含量的增加，从而增加温室效应，进一步加剧温室气体的浓度和气候变暖，形成正反馈。
Nb66d7240c0ed4233a84f202b0b5e756f,someValuesFrom,TemperateGrassyClimate
EpicenterDistance,subClassOf,Epicenter
FluvialAlluvialFan,subClassOf,FlowTransportType
MixedNutrientType,type,Class
LakeWaterMineralizationType,hasChineseName,湖水矿化度类型
SeawaterEvaporation,subClassOf,OceanVolumeBudget
TidalPhenomenon,source,《地理辞典》
GroundwaterMovementProcess,comment,地下水运动过程是指地下水在地下岩石或土壤中的流动和迁移过程，通常受到地下水位差、渗透性、含水层特性等因素的影响。
CoastalAccumulationLandformType,comment,海岸堆积地貌类型指的是由于海水运动和波浪作用在海岸线附近搬运、沉积和堆积物质而形成的不同地貌特征。这些地貌特征包括潮滩、浅滩、沙滩、珊瑚礁海岸、红树林海岸、海岸沙丘和海岸沙堤等。海岸堆积地貌类型通常受到潮汐、海浪、洪水和沉积物的影响，对于海岸线的演变、生态系统的健康以及人类活动具有重要意义。这些地貌特征也是吸引游客和研究海洋环境的重要地点。
SoilRedox,comment,土壤氧化还原是指土壤中某些化学物质发生氧化和还原反应，涉及到电子的转移。这些反应在土壤中影响着元素的形态和可用性，例如氮、铁、锰等元素的氧化还原反应对土壤养分循环和水质有重要影响。
SandRidge,comment,沙垅是由风力搬运和沉积的沙粒积累而形成的土地隆起，通常呈长丘状。
SphericalLightning,hasChineseName,球状闪电
AerosolCharacterization,hasChineseName,气溶胶表征
IceSnow,type,Class
Nea7a47977e294dd9a70e3dd7daeca898,onProperty,influencedBy
ShellfishFarming,comment,贝类养殖包括各种贝类动物，如牡蛎、扇贝、蛤蜊等的培育和养殖。这些贝类通常被用作食品。
Mitochondria,hasChineseName,线粒体
Excellent,hasChineseName,优
FjordTypeEstuary,type,Class
CoralRadioisotope,type,Class
KarstWater,source,《地理辞典》
N48aa8edc15494c2fbdc26ce8a8165141,someValuesFrom,Climate
GlacierRing,source,GCMDsciencekeywords_v16.0
InducedEarthquake,comment,诱发地震是由人类活动引发的地震，如水库蓄水、油气开采、地下核试验等。这些活动可以改变地下应力分布，导致地壳断裂。
WetlandType,type,Class
CurrentDensity,source,维基百科
WaterManagementDrought,source,维基百科
Riverbed,type,Class
SeawaterSalinity,source,GCMDsciencekeywords_v16.0、《地球系统科学数据资源体系研究》、SWEET
SoilPersistence,source,GCMDsciencekeywords_v16.0、《地理辞典》
CoralBleaching,subClassOf,Nd31e5f4a22484df2acecc89687c263f2
NaturalHazard,sameAs,天患
CoralRecord,hasChineseName,珊瑚记录
SoilEnzymeActivities,hasChineseName,土壤酶活性
WaveShape,comment,波浪形态描述波浪在时间和空间上的变化。波浪可以是周期性的正弦波，也可以是不规则的波浪形态，取决于海洋环境和气象条件。
RadiationBalance,hasChineseName,辐射平衡
HighOrganicSoil,comment,高有机土壤含有大量的有机物质，如腐殖质。这种土壤通常非常肥沃，有良好的保水性和养分供应，适合植物生长。
AlkaliSaturation,source,维基百科
SaltWaterIntrusionVolume,comment,侵入量是指一定时间内盐水或咸水侵入地下水系统的总量，通常以体积单位来表示，例如立方米或立方英尺。
LandUseType,hasChineseName,土地利用类型
Trench,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
LandResourceType,hasChineseName,土地资源类型
WindErosionMound,type,Class
Avalanche,subClassOf,GeologicHazard
Tornado,subClassOf,ClimaticAndMeteorologicalDisaster
IceTower,hasChineseName,冰塔
GlacialFacies,hasChineseName,冰川相
SaltMarsh,type,Class
BiogenicSedimentaryRock,source,《地理辞典》
Parasitism,hasChineseName,寄生
CushionShapedGrassTundra,subClassOf,AlpineVegetationType
PolarEasterlyZone,hasChineseName,极地东风带
Thermocline,altLabel,温度突变层
MagmaticStructure,comment,岩浆结构描述了火山岩浆的物理性质和内部特征，如粘度、流动性和岩浆液体的分层情况。
NutrientLevel,hasChineseName,营养级
WaterSurfaceQuality,type,Class
N2238cf900a9946069be95839247675d0,someValuesFrom,StoneForest
IceType,subClassOf,IceSnowType
SoilParticles,comment,土壤颗粒是指土壤中的小颗粒，主要分为三种类型：沙粒、粉粒和粘粒，它们的比例决定了土壤的质地。沙粒最大，粉粒次之，粘粒最小。土壤颗粒的大小和组成影响了土壤的通气性、透水性、保水性和适用性。
Producer,subClassOf,AquaticEcosystemComposition
Arachnoidea,subClassOf,Arthropods
TerrainElevation,hasChineseName,地形高程
SnowfallForm,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
SoilBiology,source,GCMDsciencekeywords_v16.0、《地理辞典》、维基百科
N93506e1dd2804f20a07db3448e7a0691,type,Restriction
Cryptophylum,type,Class
RiverSystem,comment,河流系统是由一个主要河流及其所有的支流、附属水体和地下水组成的复杂水文系统。这个系统包括了整个水流的循环、水文过程和地理分布，通常由一个主要的河流流经其流域形成。
FloodPeak,hasChineseName,洪峰
Sulfur,source,GCMDsciencekeywords_v16.0、《地理辞典》、《地球系统研究与科学数据》、SWEET
CoarseGrainedSoil,comment,粗粒土壤主要由较大颗粒组成，如沙土。它通常有较大的孔隙空间，因此排水性能较好，但保水性较差。
DrowningRiverMouth,type,Class
Volcanicaccumulation,subClassOf,LandSedimentRecord
Alfisol,comment,淋溶土是美国农业部土壤分类系统划分土纲之一。淋溶土在湿润到半干旱半湿润的地方形成，尤其是在硬木森林的覆盖下。淋溶土的底土中富含黏土，相对较高的天然肥力。英文名中的前缀“Alf”指铝（Al）和铁（Fe），中文的“淋溶”则指淋溶作用。淋溶土肥沃而且常见，是农业生产的最重要的土纲之一。在农林业广泛使用，比其他湿润气候土壤更容易保持肥沃，尽管澳大利亚和非洲的淋溶土十分缺氮和磷。热带季风区域的淋溶土在重度农耕，尤其是使用氮肥的时候，有酸化的趋势。在世界土壤参考基准中，淋溶土大多被划分为高活性淋溶土或低活性淋溶土，也有一些被分为网状土或粘绨土；潮湿淋溶土主要被分为滞水土或者黏磐土；含有钠质层的淋溶土大多被分为碱土。淋溶土覆盖了地球无冰土地的十分之一，在许多领域都占主要地位，比如美国的俄亥俄河盆地、南欧和不结冰的西欧、波罗的海地区、欧洲俄罗斯中部、印度南部的干旱地区、非洲的苏丹、南美洲的许多地区等。只有适度的淋溶才会形成淋溶土。根据定义，淋溶土必须含有至少35%的饱和度，也就是说钙、镁、磷相对丰富。相比之下极育土的淋溶程度更高，土壤饱和度低于35%。在北美洲东部，淋溶土通常见于冰川地区，而极育土仅限于最大冰川作用范围以南的地区。淋溶土的化石记录始于晚期泥盆纪。可能是因为十分肥沃，这种土是最古老的森林土壤；相比之下，发现的生长在氧化物土上的植被不早于二叠纪中期。淋溶土的化石在始新世以来的整个石炭纪都很常见。
AtmosphericWaterVaporProfile,type,Class
Nda056ef2d24f43219f4ee9ac5ce6c95a,someValuesFrom,Stalactite
FungalEcologicalRelationship,source,《地理辞典》
VerticalWindMotion,hasChineseName,垂直风运动
MarineFishing,source,《地球系统科学数据资源体系研究》
EastAfricanRiftValleyGeotropics,hasChineseName,东非大裂谷地热带
ForestAssessment,type,Class
VisibilityAffectingFactors,subClassOf,VisibilityObservation
LandscapeProtection,type,Class
VulnerableGroup,altLabel,弱势族群
LoessErosion,source,维基百科
BasicOrganization,type,Class
TemperateEvergreenConiferousOpenSparseForest,comment,温带常绿针叶开阔疏林通常位于温带湿润地区，以开阔的、常绿的针叶树种为主，如松树、杉树等。
CloudDistribution,comment,云的分布指的是云在大气中的空间分布情况。不同地区和季节的云分布各不相同。
SoilPercolate,type,Class
ArcticResources,subClassOf,PolarResources
TemperateEvergreenConiferousForest,subClassOf,TemperateVegetationType
ColdFront,subClassOf,FrontalRain
WhiteMarble,source,《地理辞典》
